NT Book	NT Chapter	NT Verse	Greek text (NT)	Text re-use typology 1	Text re-use typology 2	Text re-use typology 3	Text re-use typology 4	Ps (LXX)	Ps Chapter	Ps Verse	Greek text (Psalms)	French translation (PS) Giguet	French translation (NT) TOB	Source (PNT = The Psalms in the New Testament, NA= Nestle-Aland, si vide, trouvé sur internet)				
1 Peter	4	14	εἰ ὀνειδίζεσθε ἐν ὀνόματι Χριστοῦ, μακάριοι, ὅτι τὸ τῆς δόξης καὶ τὸ τοῦ θεοῦ πνεῦμα ἐφ’ ὑμᾶς ἀναπαύεται.	coincidence	implicit	lexical	NULL	Psalms	88	51	μνήσθητι, κύριε, τοῦ ὀνειδισμοῦ τῶν δούλων σου, οὗ ὑπέσχον ἐν τῷ κόλπῳ μου, πολλῶν ἐθνῶν,	Souviens-toi, Seigneur, de l'opprobre que j'ai renfermé en mon sein, et que tes serviteurs ont souffert de la part de maintes nations.	Si l'on vous outrage pour le nom du Christ, heureux êtes-vous, car l'Esprit de gloire, l'Esprit de Dieu, repose sur vous.	NA				
1 Peter	5	7	"
πᾶσαν τὴν μέριμναν ὑμῶν ἐπιρίψαντες ἐπ’ αὐτόν, ὅτι αὐτῷ μέλει περὶ ὑμῶν."	echo	implicit	thematic and semantic		Psalms	54	22-23	ἐπίρριψον ἐπὶ κύριον τὴν μέριμνάν σου, καὶ αὐτός σε διαθρέψει· οὐ δώσει εἰς τὸν αἰῶνα σάλον τῷ δικαίῳ.	Confie au Seigneur toutes tes inquiétudes, et lui-même te nourrira ; il ne laissera pas le juste en une perpétuelle fluctuation.	déchargez-vous sur lui de tous vos soucis, car il prend soin de vous.	PNT Swete NA				
1 Peter	5	8	"
Νήψατε, γρηγορήσατε. ὁ ἀντίδικος ὑμῶν διάβολος ὡς λέων ὠρυόμενος περιπατεῖ ζητῶν [τινα] καταπιεῖν·"	echo	implicit	thematic and semantic		Psalms	21	14	ἤνοιξαν ἐπ’ ἐμὲ τὸ στόμα αὐτῶν ὡς λέων ὁ ἁρπάζων καὶ ὠρυόμενος.	Et ont ouvert contre moi leur bouche, comme un lion ravisseur et rugissant.	Soyez sobres, veillez! Votre adversaire, le diable, comme un lion rugissant, rôde, cherchant qui dévorer.	PNT NA				
1 Thessalonicians	4	6	"τὸ μὴ ὑπερβαίνειν καὶ πλεονεκτεῖν ἐν τῷ πράγματι τὸν ἀδελφὸν αὐτοῦ, διότι ἔκδικος κύριος περὶ πάντων τούτων, καθὼς καὶ προείπαμεν ὑμῖν καὶ διεμαρτυράμεθα.
"	echo	implicit	lexical	distant	Psalms	93	1	Ψαλμὸς τῷ Δαυιδ, τετράδι σαββάτων. ‘Ο θεὸς ἐκδικήσεων κύριος, ὁ θεὸς ἐκδικήσεων ἐπαρρησιάσατο.	[Psaume de David pour le quatrième jour de la semaine.]Le Seigneur Dieu des vengeances, le Dieu des vengeances a agi librement.	"

que nul n'agisse au détriment de son frère et ne lui cause du tort en cette affaire, car le Seigneur tire vengeance de tout cela, comme nous vous l'avons déjà dit et attesté."	NA				
1 Thessalonicians	4	4-5	"

εἰδέναι ἕκαστον ὑμῶν τὸ ἑαυτοῦ σκεῦος κτᾶσθαι ἐν ἁγιασμῷ καὶ τιμῇ,μὴ ἐν πάθει ἐπιθυμίας καθάπερ καὶ τὰ ἔθνη τὰ μὴ εἰδότα τὸν θεόν,
"	echo	implicit	thematic	distant	Psalms	78	6	ἔκχεον τὴν ὀργήν σου ἐπὶ ἔθνη τὰ μὴ γινώσκοντά σε καὶ ἐπὶ βασιλείας, αἳ τὸ ὄνομά σου οὐκ ἐπεκαλέσαντο,	Épanche ta colère sur les nations qui ne te connaissent point, et sur les royaumes qui n'invoquent pas ton nom.	que chacun d'entre vous sache prendre femme dans la sainteté et l'honneur, 5 sans se laisser emporter par le désir comme font les païens qui ne connaissent pas Dieu	NA				
1 Timothy	2	6	ὁ δοὺς ἑαυτὸν ἀντίλυτρον ὑπὲρ πάντων, τὸ μαρτύριον καιροῖς ἰδίοις·	echo	implicit	thematic	distant	Psalms	48	8	ἀδελϕὸς οὐ λυτροῦται· λυτρώσεται ἄνθρωπος; οὐ δώσει τῷ θεῷ ἐξίλασμα αὐτοῦ	Si le frère ne rachète pas son frère, un autre homme le rachètera-t-il ? Non, et il ne donnera pas à Dieu la rançon de lui-même,	"

qui s'est donné en rançon pour tous. Tel est le témoignage qui fut rendu aux temps fixés,"	NA				
1 Timothy	6	17	Τοῖς πλουσίοις ἐν τῷ νῦν αἰῶνι παράγγελλε μὴ ὑψηλοφρονεῖν μηδὲ ἠλπικέναι ἐπὶ πλούτου ἀδηλότητι, ἀλλ’ ἐπὶ θεῷ τῷ παρέχοντι ἡμῖν πάντα πλουσίως εἰς ἀπόλαυσιν,	echo	implicit	thematic and semantic	among other verses	Psalms	61	11	μὴ ἐλπίζετε ἐπὶ ἀδικίαν καὶ ἐπὶ ἅρπαγμα μὴ ἐπιποθεῖτε· πλοῦτος ἐὰν ῥέῃ, μὴ προστίθεσθε καρδίαν.	N'espérez rien de l'injustice, ne convoitez pas de biens mal acquis ; si vous regorgez de richesses, n'y attachez point votre cœur.	"

Aux riches de ce monde-ci, ordonne de ne pas s'enorgueillir et de ne pas mettre leur espoir dans une richesse incertaine, mais en Dieu, lui qui nous dispense tous les biens en abondance, pour que nous en jouissions."	NA				
1Co	3	17	"
εἴ τις τὸν ναὸν τοῦ θεοῦ φθείρει, φθερεῖ τοῦτον ὁ θεός· ὁ γὰρ ναὸς τοῦ θεοῦ ἅγιός ἐστιν, οἵτινές ἐστε ὑμεῖς.
"	coincidence	implicit	lexical	distant	Psalms	67	36	θαυμαστὸς ὁ θεὸς ἐν τοῖς ἁγίοις αὐτοῦ· ὁ θεὸς Ισραηλ αὐτὸς δώσει δύναμιν καὶ κραταίωσιν τῷ λαῷ αὐτοῦ. εὐλογητὸς ὁ θεός.	Dieu est admirable dans ses saints ; le Dieu d'Israël donnera lui-même la force à son peuple et l'affermira ; béni soit Dieu !	Si quelqu'un détruit le temple de Dieu, Dieu le détruira. Car le temple de Dieu est saint, et ce temple, c'est vous.	automatic detection				
1Co	10	11	"
ταῦτα δὲ τυπικῶς συνέβαινεν ἐκείνοις, ἐγράφη δὲ πρὸς νουθεσίαν ἡμῶν, εἰς οὓς τὰ τέλη τῶν αἰώνων κατήντηκεν.
"	coincidence	implicit	lexical	distant	Psalms	44	1	Εἰς τὸ τέλος,ὑπὲρ τῶν ἀλλοιωθησομένων· τοῖς υἱοῖς Κορε εἰς σύνεσιν· ᾠδὴ ὑπὲρ τοῦ ἀγαπητοῦ.	[Jusqu'à la Fin,avec chants alternés, une instruction des fils de Koré, un cantique au sujet du bien-aimé.]	"

Ces événements leur arrivaient pour servir d'exemple et furent mis par écrit pour nous instruire, nous qui touchons à la fin des temps."	automatic detection				
1Co	10	11	"
ταῦτα δὲ τυπικῶς συνέβαινεν ἐκείνοις, ἐγράφη δὲ πρὸς νουθεσίαν ἡμῶν, εἰς οὓς τὰ τέλη τῶν αἰώνων κατήντηκεν.
"	coincidence	implicit	lexical	distant	Psalms	56	1	" 	
Εἰς τὸ τέλος·μὴ διαϕθείρῃς· τῷ Δαυιδ εἰς στηλογραϕίαν ἐν τῷ αὐτὸν ἀποδιδράσκειν ἀπὸ προσώπου Σαουλ εἰς τὸ σπήλαιον."	Jusqu'à la Fin,avec cette inscription de David : Ne détruis pas ; lorsqu'il se réfugia dans la caverne pour se soustraire aux recherches de Saül.	"

Ces événements leur arrivaient pour servir d'exemple et furent mis par écrit pour nous instruire, nous qui touchons à la fin des temps."	automatic detection				
1Co	10	26	"
τοῦ κυρίου γὰρ ἡ γῆ καὶ τὸ πλήρωμα αὐτῆς.
"	coincidence	implicit	lexical	distant	Psalms	95	11	εὐϕραινέσθωσαν οἱ οὐρανοί, καὶ ἀγαλλιάσθω ἡ γῆ, σαλευθήτω ἡ θάλασσα καὶ τὸ πλήρωμα αὐτῆς·	Que les cieux se réjouissent et que la terre tressaille d'allégresse ; que la mer en sa plénitude soit émue.	car la terre et tout ce qu'elle contient sont au Seigneur.	automatic detection				
1Co	14	19	"
ἀλλὰ ἐν ἐκκλησίᾳ θέλω πέντε λόγους τῷ νοΐ μου λαλῆσαι, ἵνα καὶ ἄλλους κατηχήσω, ἢ μυρίους λόγους ἐν γλώσσῃ.
"	coincidence	implicit	lexical	distant	Psalms	38	4	ἐθερμάνθη ἡ καρδία μου ἐντός μου, καὶ ἐν τῇ μελέτῃ μου ἐκκαυθήσεται πῦρ.ἐλάλησα ἐν γλώσσῃ μου	Mon cœur s'est échauffé en moi, et un feu s'allumera dans ma méditation.J'ai dit de ma langue 	"

mais dans une assemblée, je préfère dire cinq paroles intelligibles pour instruire aussi les autres, plutôt que dix mille en langues."	automatic detection				
1Jn	4	6	"
ἡμεῖς ἐκ τοῦ θεοῦ ἐσμεν· ὁ γινώσκων τὸν θεὸν ἀκούει ἡμῶν, ὃς οὐκ ἔστιν ἐκ τοῦ θεοῦ οὐκ ἀκούει ἡμῶν. ἐκ τούτου γινώσκομεν τὸ πνεῦμα τῆς ἀληθείας καὶ τὸ πνεῦμα τῆς πλάνης.
"	coincidence	implicit	lexical	distant	Psalms	43	2	‘Ο θεός, ἐν τοῖς ὠσὶν ἡμῶν ἠκούσαμεν, οἱ πατέρες ἡμῶν ἀνήγγειλαν ἡμῖν ἔργον, ὃ εἰργάσω ἐν ταῖς ἡμέραις αὐτῶν, ἐν ἡμέραις ἀρχαίαις.	Dieu, nous l'avons ouï de nos oreilles ; nos pères nous ont fait connaître l'œuvre que tu as faite en leurs jours, aux jours antiques.	"

Nous, nous sommes de Dieu. Celui qui s'ouvre à la connaissance de Dieu nous écoute. Celui qui n'est pas de Dieu ne nous écoute pas. C'est à cela que nous reconnaissons l'Esprit de la vérité et l'esprit de l'erreur."	automatic detection				
1P	1	25	"
τὸ δὲ ῥῆμα κυρίου μένει εἰς τὸν αἰῶνα. τοῦτο δέ ἐστιν τὸ ῥῆμα τὸ εὐαγγελισθὲν εἰς ὑμᾶς.
"	echo	implicit	lexical and structural similarity	among other verses	Psalms	110	10	ἀρχὴ σοϕίας ϕόβος κυρίου,σύνεσις ἀγαθὴ πᾶσι τοῖς ποιοῦσιν αὐτήν.ἡ αἴνεσις αὐτοῦ μένει εἰς τὸν αἰῶνα τοῦ αἰῶνος.	La crainte du Seigneur est le commencement de la sagesse ;l'intelligence en est donnée à tous ceux qui la pratiquent ;on le louera dans tous les siècles des siècles.	"

mais la parole du Seigneur demeure éternellement. Or, cette parole, c'est l'Evangile qui vous a été annoncé."	automatic detection				
1P	3	11	"
ἐκκλινάτω δὲ ἀπὸ κακοῦ καὶ ποιησάτω ἀγαθόν, ζητησάτω εἰρήνην καὶ διωξάτω αὐτήν.
"	quotation	implicit	modified	motive resumption	Psalms	36	27	ἔκκλινον ἀπὸ κακοῦ καὶ ποίησον ἀγαθὸν καὶ κατασκήνου εἰς αἰῶνα αἰῶνος·	Détourne-toi du mal et fais le bien, et habite la terre dans les siècles des siècles.	"

se détourner du mal et faire le bien, rechercher la paix et la poursuivre."	automatic detection				
1P	5	11	"
αὐτῷ τὸ κράτος εἰς τοὺς αἰῶνας· ἀμήν.
"	coincidence	implicit	lexical	distant	Psalms	83	5	μακάριοι οἱ κατοικοῦντες ἐν τῷ οἴκῳ σου, εἰς τοὺς αἰῶνας τῶν αἰώνων αἰνέσουσίν σε.διάψαλμα.	Heureux ceux qui demeurent en ta maison ; ils te loueront dans tous les siècles des siècles.	"

A lui la domination pour les siècles! Amen."	automatic detection				
1Th	4	16	"
ὅτι αὐτὸς ὁ κύριος ἐν κελεύσματι, ἐν φωνῇ ἀρχαγγέλου καὶ ἐν σάλπιγγι θεοῦ, καταβήσεται ἀπ’ οὐρανοῦ, καὶ οἱ νεκροὶ ἐν Χριστῷ ἀναστήσονται πρῶτον,
"	echo	implicit	semantic	distant	Psalms	97	5-6	ψάλατε τῷ κυρίῳ ἐν κιθάρᾳ, ἐν κιθάρᾳ καὶ ϕωνῇ ψαλμοῦ· 6 ἐν σάλπιγξιν ἐλαταῖς καὶ ϕωνῇ σάλπιγγος κερατίνηςἀλαλάξατε ἐνώπιον τοῦ βασιλέως κυρίου.	Chantez au Seigneur sur la cithare ; chantez-lui des psaumes avec vos cithares et vos voix 6 Au son des cors et des trompettes ;chantez de joie en présence de notre Roi, le Seigneur !	"

Car lui-même, le Seigneur, au signal donné, à la voix de l'archange et au son de la trompette de Dieu, descendra du ciel: alors les morts en Christ ressusciteront d'abord;"	automatic detection				
2 Corinthians	1	10	"
ὃς ἐκ τηλικούτων θανάτων ἐρρύσατο ἡμᾶς καὶ ῥύσεται, εἰς ὃν ἠλπίκαμεν καὶ ἔτι ῥύσεται,
"	echo	implicit	thematic and semantic	among other verses	Psalms	32	19	ῥύσασθαι ἐκ θανάτου τὰς ψυχὰς αὐτῶν καὶ διαθρέψαι αὐτοὺς ἐν λιμῷ.	Pour qu'il sauve leurs âmes de la mort, qu'il les nourrisse au temps de la famine.	"

C'est lui qui nous a arrachés à une telle mort et nous en arrachera; en lui nous avons mis notre espérance: il nous en arrachera encore."	NA				
2 Corinthians	1	10	"
ὃς ἐκ τηλικούτων θανάτων ἐρρύσατο ἡμᾶς καὶ ῥύσεται, εἰς ὃν ἠλπίκαμεν καὶ ἔτι ῥύσεται,
"	echo	implicit	thematic and semantic	among other verses	Psalms	55	14	ὅτι ἐρρύσω τὴν ψυχήν μου ἐκ θανάτου καὶ τοὺς πόδας μου ἐξ ὀλισθήματος τοῦ εὐαρεστῆσαι ἐνώπιον τοῦ θεοῦ ἐν ϕωτὶ ζώντων.	Car tu as délivré mon âme de la mort et mes pieds de la chute, afin que je sois agréable aux yeux de Dieu dans la lumière des vivants.	"

C'est lui qui nous a arrachés à une telle mort et nous en arrachera; en lui nous avons mis notre espérance: il nous en arrachera encore."	NA				
2 Corinthians	4	6	ὅτι ὁ θεὸς ὁ εἰπών, ’Εκ σκότους φῶς λάμψει, ὃς ἔλαμψεν ἐν ταῖς καρδίαις ἡμῶν πρὸς φωτισμὸν τῆς γνώσεως τῆς δόξης τοῦ θεοῦ ἐν προσώπῳ Χριστοῦ.	echo	implicit	thematic and semantic	among other verses	Psalms	111	4	ἐξανέτειλεν ἐν σκότει ϕῶς τοῖς εὐθέσινἐλεήμων καὶ οἰκτίρμων καὶ δίκαιος.	La lumière s'est levée dans les ténèbres sur les cœurs droits ;le Seigneur est tendre, compatissant et juste.	"

Car le Dieu qui a dit: que la lumière brille au milieu des ténèbres, c'est lui-même qui a brillé dans nos cœurs pour faire resplendir la connaissance de sa gloire qui rayonne sur le visage du Christ."	NA				
2 Corinthians	4	13	ἔχοντες δὲ τὸ αὐτὸ πνεῦμα τῆς πίστεως, κατὰ τὸ γεγραμμένον, ’Επίστευσα, διὸ ἐλάλησα, καὶ ἡμεῖς πιστεύομεν, διὸ καὶ λαλοῦμεν,	quotation	explicit	litteral		Psalms	115	1	Αλληλουια. ’Επίστευσα, διὸ ἐλάλησα· ἐγὼ δὲ ἐταπεινώθην σϕόδρα.	[Alléluiah !]J'ai cru, c'est pourquoi j'ai parlé ; et j'avais été humilié à l'excès.	Pourtant, forts de ce même esprit de foi dont il est écrit: J'ai cru, c'est pourquoi j'ai parlé, nous croyons, nous aussi, et c'est pourquoi nous parlons.	PNT Swete NA				
2 Corinthians	6	9	"
ὡς ἀγνοούμενοι καὶ ἐπιγινωσκόμενοι, ὡς ἀποθνῄσκοντες καὶ ἰδοὺ ζῶμεν, ὡς παιδευόμενοι καὶ μὴ θανατούμενοι,
"	echo	implicit	thematic and semantic, lexical	motive resumption	Psalms	117	17-18	οὐκ ἀποθανοῦμαι, ἀλλὰ ζήσομαι καὶ ἐκδιηγήσομαι τὰ ἔργα κυρίου. 18 παιδεύων ἐπαίδευσέν με ὁ κύριος καὶ τῷ θανάτῳ οὐ παρέδωκέν με.	Je ne mourrai point ; mais je vivrai et je raconterai les œuvres du Seigneur. 18 Le Seigneur m'a châtié pour me corriger ; mais il ne m'a point livré à la mort.	"

inconnus et pourtant bien connus, moribonds et pourtant nous vivons, châtiés sans être exécutés,"	NA				
2 Corinthians	6	11	Τὸ στόμα ἡμῶν ἀνέῳγεν πρὸς ὑμᾶς, Κορίνθιοι, ἡ καρδία ἡμῶν πεπλάτυνται·	coincidence	implicit	lexical	distant	Psalms	118	32	ὁδὸν ἐντολῶν σου ἔδραμον, ὅταν ἐπλάτυνας τὴν καρδίαν μου.	J'ai couru dans la voie de tes commandements, lorsque tu as dilaté mon cœur.	"

Nous nous sommes librement adressés à vous. Corinthiens, notre cœur s'est grand ouvert."	NA				
