NT_ref	NT_text	reuse_label	Ps_ref	Ps_text
Mt 26:59	principes autem sacerdotum et omne concilium quaerebant falsum testimonium contra Iesum ut eum morti traderent	echo	Ps 26:12	ne tradideris me in animas tribulantium me quoniam insurrexerunt in me testes iniqui et mentita est iniquitas sibi
Mt 26:59	principes autem sacerdotum et omne concilium quaerebant falsum testimonium contra Iesum ut eum morti traderent	echo	Ps 26:12	ne tradideris me in animas tribulantium me quoniam insurrexerunt in me testes iniqui et mentita est iniquitas sibi
Mt 26:63	Iesus autem tacebat et princeps sacerdotum ait illi adiuro te per Deum vivum ut dicas nobis si tu es Christus Filius Dei	echo	Ps 37:14-16	ego autem tamquam surdus non audiebam et sicut mutus non aperiens os suum et factus sum sicut homo non audiens et non habens in ore suo redargutiones quoniam in te Domine speravi tu exaudies Domine Deus meus
Mt 26:63	Iesus autem tacebat et princeps sacerdotum ait illi adiuro te per Deum vivum ut dicas nobis si tu es Christus Filius Dei	echo	Ps 38:9-10	ab omnibus iniquitatibus meis erue me obprobrium insipienti dedisti me obmutui et non aperui os meum quoniam tu fecisti
Mt 26:64	dicit illi Iesus tu dixisti verumtamen dico vobis amodo videbitis Filium hominis sedentem a dextris virtutis et venientem in nubibus caeli	echo	Ps 109:1	david psalmus  dixit Dominus Domino meo sede a dextris meis  donec ponam inimicos tuos scabillum pedum tuorum
Mt 27:29	et plectentes coronam de spinis posuerunt super caput eius et harundinem in dextera eius et genu flexo ante eum inludebant dicentes have rex Iudaeorum	echo	Ps 21:8	omnes videntes me deriserunt me locuti sunt labiis moverunt caput
Mt 27:34	et dederunt ei vinum bibere cum felle mixtum et cum gustasset noluit bibere	echo	Ps 68:22	et dederunt in escam meam fel et in siti mea potaverunt me aceto
Mt 27:35	postquam autem crucifixerunt eum diviserunt vestimenta eius sortem mittentes	quotation	Ps 21:19	diviserunt sibi vestimenta mea et super vestem meam miserunt sortem
Mt 27:39	praetereuntes autem blasphemabant eum moventes capita sua	echo	Ps 21:8	omnes videntes me deriserunt me locuti sunt labiis moverunt caput
Mt 27:43	confidet in Deo liberet nunc eum si vult dixit enim quia Dei Filius sum	quotation	Ps 21:9	speravit in Domino eripiat eum salvum faciat eum quoniam vult eum
Mt 27:46	et circa horam nonam clamavit Iesus voce magna dicens Heli Heli lema sabacthani hoc est Deus meus Deus meus ut quid dereliquisti me	quotation	Ps 21:2	Deus Deus meus respice me quare me dereliquisti longe a salute mea verba delictorum meorum
Mt 27:48	et continuo currens unus ex eis acceptam spongiam implevit aceto et inposuit harundini et dabat ei bibere	echo	Ps 68:22	et dederunt in escam meam fel et in siti mea potaverunt me aceto
Mt 27:39	praetereuntes autem blasphemabant eum moventes capita sua	echo	Ps 108:25	et ego factus sum obprobrium illis viderunt me moverunt capita sua
Mk 11:9	et qui praeibant et qui sequebantur clamabant dicentes osanna benedictus qui venit in nomine Domini	echo	Ps 128:8	et non dixerunt qui praeteribant benedictio Domini super vos benediximus vobis in nomine Domini
Mk 14:62	Iesus autem dixit illi ego sum et videbitis Filium hominis a dextris sedentem Virtutis et venientem cum nubibus caeli	echo	Ps 10:4	quoniam quae perfecisti destruxerunt iustus autem quid fecit
Mt 2:20	dicens surge et accipe puerum et matrem eius et vade in terram Israhel defuncti sunt enim qui quaerebant animam pueri	echo	Ps 37:13	et vim faciebant qui quaerebant animam meam  et qui inquirebant mala mihi locuti sunt vanitates et dolos tota die meditabantur
Mt 12:21	et in nomine eius gentes sperabunt	echo	Ps 32:21	quia in eo laetabitur cor nostrum et in nomine sancto eius speravimus
Mt 24:14	et praedicabitur hoc evangelium regni in universo orbe in testimonium omnibus gentibus et tunc veniet consummatio	coincidence	Ps 44:1	in finem  pro his qui commutabuntur filiis Core ad intellectum canticum pro dilecto
Mt 24:14	et praedicabitur hoc evangelium regni in universo orbe in testimonium omnibus gentibus et tunc veniet consummatio	coincidence	Ps 56:1	in finem  ne disperdas David in tituli inscriptione cum fugeret a facie Saul in spelunca
Ph 4:3	etiam rogo et te germane conpar adiuva illas quae mecum laboraverunt in evangelio cum Clemente et ceteris adiutoribus meis quorum nomina sunt in libro vitae	echo	Ps 68:29	deleantur de libro viventium et cum iustis non scribantur
Ph 4:5	modestia vestra nota sit omnibus hominibus Dominus prope	echo	Ps 144:18	prope est Dominus omnibus invocantibus eum omnibus invocantibus eum in veritate
Rv 1:6	et fecit nostrum regnum sacerdotes Deo et Patri suo ipsi gloria et imperium in saecula saeculorum amen	echo	Ps 71:19	et benedictum nomen maiestatis eius in aeternum   et replebitur maiestate eius omnis terra fiat fiat
Rv 1:6	et fecit nostrum regnum sacerdotes Deo et Patri suo ipsi gloria et imperium in saecula saeculorum amen	echo	Ps 83:5	beati qui habitant in domo tua in saecula saeculorum laudabunt te  diapsalma
Rv 1:6	et fecit nostrum regnum sacerdotes Deo et Patri suo ipsi gloria et imperium in saecula saeculorum amen	echo	Ps 110:10	initium sapientiae timor Domini   intellectus bonus omnibus facientibus eum   laudatio eius manet in saeculum saeculi
Rv 1:6	et fecit nostrum regnum sacerdotes Deo et Patri suo ipsi gloria et imperium in saecula saeculorum amen	echo	Ps 111:3	gloria et divitiae in domo eius   et iustitia eius manet in saeculum saeculi
Rv 4:9	et cum darent illa animalia gloriam et honorem et benedictionem sedenti super thronum viventi in saecula saeculorum	echo	Ps 51:10	ego autem sicut oliva fructifera in domo Dei speravi in misericordia Dei in aeternum et in saeculum saeculi
Rv 4:9	et cum darent illa animalia gloriam et honorem et benedictionem sedenti super thronum viventi in saecula saeculorum	echo	Ps 110:10	initium sapientiae timor Domini   intellectus bonus omnibus facientibus eum   laudatio eius manet in saeculum saeculi
Rv 5:13	et omnem creaturam quae in caelo est et super terram et sub terram et quae sunt in mari et quae in ea omnes audivi dicentes sedenti in throno et agno benedictio et honor et gloria et potestas in saecula saeculorum	coincidence	Ps 134:6	omnia quae voluit Dominus fecit in caelo et in terra in mare et in omnibus abyssis
Rv 5:13	et omnem creaturam quae in caelo est et super terram et sub terram et quae sunt in mari et quae in ea omnes audivi dicentes sedenti in throno et agno benedictio et honor et gloria et potestas in saecula saeculorum	echo	Ps 71:19	et benedictum nomen maiestatis eius in aeternum   et replebitur maiestate eius omnis terra fiat fiat
Rv 5:13	et omnem creaturam quae in caelo est et super terram et sub terram et quae sunt in mari et quae in ea omnes audivi dicentes sedenti in throno et agno benedictio et honor et gloria et potestas in saecula saeculorum	echo	Ps 111:3	gloria et divitiae in domo eius   et iustitia eius manet in saeculum saeculi
Rv 11:18	et iratae sunt gentes et advenit ira tua et tempus mortuorum iudicari et reddere mercedem servis tuis prophetis et sanctis et timentibus nomen tuum pusillis et magnis et exterminandi eos qui corruperunt terram	echo	Ps 85:11	deduc me Domine in via tua et ingrediar in veritate tua laetetur cor meum ut timeat nomen tuum
Rv 13:8	et adorabunt eum omnes qui inhabitant terram quorum non sunt scripta nomina in libro vitae agni qui occisus est ab origine mundi	echo	Ps 21:30	manducaverunt et adoraverunt omnes pingues terrae in conspectu eius cadent omnes qui descendunt in terram
Rv 14:7	dicens magna voce timete Deum et date illi honorem quia venit hora iudicii eius et adorate eum qui fecit caelum et terram et mare et fontes aquarum	echo	Ps 113:23	benedicti vos Domino qui fecit caelum et terram
Rv 14:7	dicens magna voce timete Deum et date illi honorem quia venit hora iudicii eius et adorate eum qui fecit caelum et terram et mare et fontes aquarum	echo	Ps 145:6	qui fecit caelum et terram mare et omnia quae in eis
Rv 15:7	et unus ex quattuor animalibus dedit septem angelis septem fialas aureas plenas iracundiae Dei viventis in saecula saeculorum	coincidence	Ps 51:10	ego autem sicut oliva fructifera in domo Dei speravi in misericordia Dei in aeternum et in saeculum saeculi
Rv 19:3	et iterum dixerunt alleluia et fumus eius ascendit in saecula saeculorum	coincidence	Ps 110:3	confessio et magnificentia opus eius   et iustitia eius manet in saeculum saeculi
Rv 19:3	et iterum dixerunt alleluia et fumus eius ascendit in saecula saeculorum	coincidence	Ps 110:10	initium sapientiae timor Domini   intellectus bonus omnibus facientibus eum   laudatio eius manet in saeculum saeculi
Rv 22:5	et nox ultra non erit et non egebunt lumine lucernae neque lumine solis quoniam Dominus Deus inluminat illos et regnabunt in saecula saeculorum	coincidence	Ps 110:10	initium sapientiae timor Domini   intellectus bonus omnibus facientibus eum   laudatio eius manet in saeculum saeculi
Rv 1:5	et ab Iesu Christo qui est testis fidelis primogenitus mortuorum et princeps regum terrae qui dilexit nos et lavit nos a peccatis nostris in sanguine suo	echo	Ps 129:8	et ipse redimet Israhel ex omnibus iniquitatibus eius
Rv 1:5	et ab Iesu Christo qui est testis fidelis primogenitus mortuorum et princeps regum terrae qui dilexit nos et lavit nos a peccatis nostris in sanguine suo	echo	Ps 88:38	et thronus eius sicut sol in conspectu meo  et sicut luna perfecta in aeternum et testis in caelo fidelis  diapsalma
Rv 1:5	et ab Iesu Christo qui est testis fidelis primogenitus mortuorum et princeps regum terrae qui dilexit nos et lavit nos a peccatis nostris in sanguine suo	quotation	Ps 88:28	et ego primogenitum ponam illum excelsum prae regibus terrae
Rv 2:6	sed hoc habes quia odisti facta Nicolaitarum quae et ego odi	echo	Ps 138:21	nonne qui oderunt te Domine oderam et super inimicos tuos tabescebam
Rv 2:17	qui habet aurem audiat quid Spiritus dicat ecclesiis vincenti dabo ei manna absconditum et dabo illi calculum candidum et in calculo nomen novum scriptum quod nemo scit nisi qui accipit	echo	Ps 77:24	et pluit illis manna ad manducandum et panem caeli dedit eis
Rv 2:23	et filios eius interficiam in morte et scient omnes ecclesiae quia ego sum scrutans renes et corda et dabo unicuique vestrum secundum opera vestra	quotation	Ps 61:13	et tibi Domine misericordia quia tu reddes unicuique iuxta opera sua
Rv 2:23	et filios eius interficiam in morte et scient omnes ecclesiae quia ego sum scrutans renes et corda et dabo unicuique vestrum secundum opera vestra	echo	Ps 7:9	Dominus iudicat populos iudica me Domine secundum iustitiam meam et secundum innocentiam meam super me
Rv 2:27	et reget illas in virga ferrea tamquam vas figuli confringentur	quotation	Ps 2:8-9	postula a me et dabo tibi gentes hereditatem tuam et possessionem tuam terminos terrae reges eos in virga ferrea tamquam vas figuli confringes eos
Rv 3:5	qui vicerit sic vestietur vestimentis albis et non delebo nomen eius de libro vitae et confitebor nomen eius coram Patre meo et coram angelis eius	quotation	Ps 68:29	deleantur de libro viventium et cum iustis non scribantur
Rv 3:9	ecce dabo de synagoga Satanae qui dicunt se Iudaeos esse et non sunt sed mentiuntur ecce faciam illos ut veniant et adorent ante pedes tuos et scient quia ego dilexi te	echo	Ps 85:9	omnes gentes quascumque fecisti venient et adorabunt coram te Domine et glorificabunt nomen tuum
Rv 4:1	post haec vidi et ecce ostium apertum in caelo et vox prima quam audivi tamquam tubae loquentis mecum dicens ascende huc et ostendam tibi quae oportet fieri post haec	echo	Ps 77:23	et mandavit nubibus desuper et ianuas caeli aperuit
Rv 4:2	statim fui in spiritu et ecce sedis posita erat in caelo et supra sedem sedens	echo	Ps 10:4	quoniam quae perfecisti destruxerunt iustus autem quid fecit
Rv 4:2	statim fui in spiritu et ecce sedis posita erat in caelo et supra sedem sedens	echo	Ps 102:19	Dominus in caelo paravit sedem suam et regnum ipsius omnibus dominabitur
Rv 4:2-3	statim fui in spiritu et ecce sedis posita erat in caelo et supra sedem sedens et qui sedebat similis erat aspectui lapidis iaspidis et sardini et iris erat in circuitu sedis similis visioni zmaragdinae	echo	Ps 46:9	regnavit Deus super gentes Deus sedit super sedem sanctam suam
Rv 5:7	et venit et accepit de dextera sedentis de throno	echo	Ps 46:9	regnavit Deus super gentes Deus sedit super sedem sanctam suam
Rv 5:8	et cum aperuisset librum quattuor animalia et viginti quattuor seniores ceciderunt coram agno habentes singuli citharas et fialas aureas plenas odoramentorum quae sunt orationes sanctorum	echo	Ps 140:2	dirigatur oratio mea sicut incensum in conspectu tuo elevatio manuum mearum sacrificium vespertinum
Rv 5:13	et omnem creaturam quae in caelo est et super terram et sub terram et quae sunt in mari et quae in ea omnes audivi dicentes sedenti in throno et agno benedictio et honor et gloria et potestas in saecula saeculorum	echo	Ps 145:6	qui fecit caelum et terram mare et omnia quae in eis
Rv 5:8-9	et cum aperuisset librum quattuor animalia et viginti quattuor seniores ceciderunt coram agno habentes singuli citharas et fialas aureas plenas odoramentorum quae sunt orationes sanctorum et cantant novum canticum dicentes dignus es accipere librum et aperire signacula eius quoniam occisus es et redemisti nos Deo in sanguine tuo ex omni tribu et lingua et populo et natione	echo	Ps 143:9	Deus canticum novum cantabo tibi in psalterio decacordo psallam tibi
Rv 6:10	et clamabant voce magna dicentes usquequo Domine sanctus et verus non iudicas et vindicas sanguinem nostrum de his qui habitant in terra	echo	Ps 78:5	usquequo Domine irasceris in finem accendetur velut ignis zelus tuus
Rv 7:17	quoniam agnus qui in medio throni est reget illos et deducet eos ad vitae fontes aquarum et absterget Deus omnem lacrimam ex oculis eorum	echo	Ps 22:1-2	psalmus David  Dominus reget me et nihil mihi deerit in loco pascuae ibi me conlocavit  super aquam refectionis educavit me
Rv 9:20	et ceteri homines qui non sunt occisi in his plagis neque paenitentiam egerunt de operibus manuum suarum ut non adorarent daemonia et simulacra aurea et argentea et aerea et lapidea et lignea quae neque videre possunt neque audire neque ambulare	echo	Ps 95:5	quoniam omnes dii gentium daemonia at vero Dominus caelos fecit
Rv 9:20	et ceteri homines qui non sunt occisi in his plagis neque paenitentiam egerunt de operibus manuum suarum ut non adorarent daemonia et simulacra aurea et argentea et aerea et lapidea et lignea quae neque videre possunt neque audire neque ambulare	echo	Ps 113:12-14	simulacra gentium argentum et aurum opera manuum hominum os habent et non loquentur oculos habent et non videbunt aures habent et non audient nares habent et non odorabuntur
Rv 9:20	et ceteri homines qui non sunt occisi in his plagis neque paenitentiam egerunt de operibus manuum suarum ut non adorarent daemonia et simulacra aurea et argentea et aerea et lapidea et lignea quae neque videre possunt neque audire neque ambulare	echo	Ps 134:15-17	simulacra gentium argentum et aurum opera manuum hominum os habent et non loquentur oculos habent et non videbunt aures habent et non audient   neque enim est spiritus in ore eorum
Rv 10:3	et clamavit voce magna quemadmodum cum leo rugit et cum clamasset locuta sunt septem tonitrua voces suas	echo	Ps 28:3-5	vox Domini super aquas Deus maiestatis intonuit Dominus super aquas multas vox Domini in virtute vox Domini in magnificentia vox Domini confringentis cedros et confringet Dominus cedros Libani
Rv 10:6	et iuravit per viventem in saecula saeculorum qui creavit caelum et ea quae in illo sunt et terram et ea quae in ea sunt et mare et quae in eo sunt quia tempus amplius non erit	echo	Ps 145:6	qui fecit caelum et terram mare et omnia quae in eis
Rv 10:9	et abii ad angelum dicens ei ut daret mihi librum et dicit mihi accipe et devora illum et faciet amaricare ventrem tuum sed in ore tuo erit dulce tamquam mel	echo	Ps 118:103	quam dulcia faucibus meis eloquia tua super mel ori meo
Rv 11:2	atrium autem quod est foris templum eice foras et ne metieris eum quoniam datum est gentibus et civitatem sanctam calcabunt mensibus quadraginta duobus	echo	Ps 78:1	psalmus Asaph  Deus venerunt gentes in hereditatem tuam polluerunt templum sanctum tuum posuerunt Hierusalem in pomorum custodiam
Rv 11:5	et si quis eos voluerit nocere ignis exiet de ore illorum et devorabit inimicos eorum et si quis voluerit eos laedere sic oportet eum occidi	echo	Ps 96:3	ignis ante ipsum praecedet et inflammabit in circuitu inimicos eius
Rv 11:15	et septimus angelus tuba cecinit et factae sunt voces magnae in caelo dicentes factum est regnum huius mundi Domini nostri et Christi eius et regnabit in saecula saeculorum	echo	Ps 2:1-2	psalmus David quare fremuerunt gentes et populi meditati sunt inania adstiterunt reges terrae et principes convenerunt in unum adversus Dominum et adversus christum eius diapsalma
Rv 11:15	et septimus angelus tuba cecinit et factae sunt voces magnae in caelo dicentes factum est regnum huius mundi Domini nostri et Christi eius et regnabit in saecula saeculorum	echo	Ps 21:29	quoniam Dei est regnum et ipse dominabitur gentium
Rv 11:18	et iratae sunt gentes et advenit ira tua et tempus mortuorum iudicari et reddere mercedem servis tuis prophetis et sanctis et timentibus nomen tuum pusillis et magnis et exterminandi eos qui corruperunt terram	echo	Ps 2:1-2	psalmus David quare fremuerunt gentes et populi meditati sunt inania adstiterunt reges terrae et principes convenerunt in unum adversus Dominum et adversus christum eius diapsalma
Rv 11:18	et iratae sunt gentes et advenit ira tua et tempus mortuorum iudicari et reddere mercedem servis tuis prophetis et sanctis et timentibus nomen tuum pusillis et magnis et exterminandi eos qui corruperunt terram	echo	Ps 113:21	benedixit omnibus qui timent Dominum pusillis cum maioribus
Rv 11:18	et iratae sunt gentes et advenit ira tua et tempus mortuorum iudicari et reddere mercedem servis tuis prophetis et sanctis et timentibus nomen tuum pusillis et magnis et exterminandi eos qui corruperunt terram	echo	Ps 60:6	quoniam tu Deus meus exaudisti orationem meam dedisti hereditatem timentibus nomen tuum
Rv 11:17-18	dicentes gratias agimus tibi Domine Deus omnipotens qui es et qui eras quia accepisti virtutem tuam magnam et regnasti et iratae sunt gentes et advenit ira tua et tempus mortuorum iudicari et reddere mercedem servis tuis prophetis et sanctis et timentibus nomen tuum pusillis et magnis et exterminandi eos qui corruperunt terram	echo	Ps 98:1	psalmus David  Dominus regnavit irascantur populi qui sedet super cherubin moveatur terra
Rv 12:5	et peperit filium masculum qui recturus erit omnes gentes in virga ferrea et raptus est filius eius ad Deum et ad thronum eius	echo	Ps 2:8-9	postula a me et dabo tibi gentes hereditatem tuam et possessionem tuam terminos terrae reges eos in virga ferrea tamquam vas figuli confringes eos
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 32:3	cantate ei canticum novum bene psallite in vociferatione
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 39:4	et inmisit in os meum canticum novum carmen Deo nostro  videbunt multi et timebunt et sperabunt in Domino
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 95:1	quando domus aedificabatur post captivitatem canticum huic David  cantate Domino canticum novum cantate Domino omnis terra
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 97:1	psalmus  David  cantate Domino canticum novum quoniam mirabilia fecit  salvavit sibi dextera eius et brachium sanctum eius
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 143:9	Deus canticum novum cantabo tibi in psalterio decacordo psallam tibi
Rv 14:3	et cantabant quasi canticum novum ante sedem et ante quattuor animalia et seniores et nemo poterat discere canticum nisi illa centum quadraginta quattuor milia qui empti sunt de terra	echo	Ps 149:1	alleluia cantate Domino canticum novum laus eius in ecclesia sanctorum
Rv 14:5	et in ore ipsorum non est inventum mendacium sine macula sunt	echo	Ps 31:2	beatus vir cui non inputabit Dominus peccatum nec est in spiritu eius dolus
Rv 14:10	et hic bibet de vino irae Dei qui mixtus est mero in calice irae ipsius et cruciabitur igne et sulphure in conspectu angelorum sanctorum et ante conspectum agni	echo	Ps 10:6	Dominus interrogat iustum et impium qui autem diligit iniquitatem odit animam suam
Rv 14:9-10	et alius angelus tertius secutus est illos dicens voce magna si quis adoraverit bestiam et imaginem eius et acceperit caracterem in fronte sua aut in manu sua et hic bibet de vino irae Dei qui mixtus est mero in calice irae ipsius et cruciabitur igne et sulphure in conspectu angelorum sanctorum et ante conspectum agni	echo	Ps 74:9	quia calix in manu Domini vini meri plenus mixto et inclinavit ex hoc in hoc verum fex eius non est exinanita bibent omnes peccatores terrae
Rv 15:3	et cantant canticum Mosi servi Dei et canticum agni dicentes magna et mirabilia opera tua Domine Deus omnipotens iustae et verae viae tuae rex saeculorum	echo	Ps 110:2	magna opera Domini   exquisita in omnes voluntates eius
Rv 15:3	et cantant canticum Mosi servi Dei et canticum agni dicentes magna et mirabilia opera tua Domine Deus omnipotens iustae et verae viae tuae rex saeculorum	echo	Ps 138:14	confitebor tibi quia terribiliter magnificatus es mirabilia opera tua et anima mea cognoscit nimis
Rv 15:3	et cantant canticum Mosi servi Dei et canticum agni dicentes magna et mirabilia opera tua Domine Deus omnipotens iustae et verae viae tuae rex saeculorum	echo	Ps 144:17	iustus Dominus in omnibus viis suis et sanctus in omnibus operibus suis
Rv 15:4	quis non timebit Domine et magnificabit nomen tuum quia solus pius quoniam omnes gentes venient et adorabunt in conspectu tuo quoniam iudicia tua manifestata sunt	quotation	Ps 85:9	omnes gentes quascumque fecisti venient et adorabunt coram te Domine et glorificabunt nomen tuum
Rv 15:4	quis non timebit Domine et magnificabit nomen tuum quia solus pius quoniam omnes gentes venient et adorabunt in conspectu tuo quoniam iudicia tua manifestata sunt	echo	Ps 97:2	notum fecit Dominus salutare suum in conspectu gentium revelavit iustitiam suam
Rv 15:3	et cantant canticum Mosi servi Dei et canticum agni dicentes magna et mirabilia opera tua Domine Deus omnipotens iustae et verae viae tuae rex saeculorum	echo	Ps 118:137	sade  iustus es Domine et rectum iudicium tuum
Rv 15:3-4	et cantant canticum Mosi servi Dei et canticum agni dicentes magna et mirabilia opera tua Domine Deus omnipotens iustae et verae viae tuae rex saeculorum quis non timebit Domine et magnificabit nomen tuum quia solus pius quoniam omnes gentes venient et adorabunt in conspectu tuo quoniam iudicia tua manifestata sunt	quotation	Ps 85:8-10	non est similis tui in diis Domine et non est secundum opera tua omnes gentes quascumque fecisti venient et adorabunt coram te Domine et glorificabunt nomen tuum quoniam magnus es tu et faciens mirabilia tu es Deus solus
Rv 16:1	et audivi vocem magnam de templo dicentem septem angelis ite et effundite septem fialas irae Dei in terram	echo	Ps 68:25	effunde super eos iram tuam et furor irae tuae conprehendat eos
Rv 16:5	et audivi angelum aquarum dicentem iustus es qui es et qui eras sanctus quia haec iudicasti	echo	Ps 118:137	sade  iustus es Domine et rectum iudicium tuum
Rv 16:5	et audivi angelum aquarum dicentem iustus es qui es et qui eras sanctus quia haec iudicasti	echo	Ps 144:17	iustus Dominus in omnibus viis suis et sanctus in omnibus operibus suis
Rv 16:6	quia sanguinem sanctorum et prophetarum fuderunt et sanguinem eis dedisti bibere digni sunt	echo	Ps 78:3	effuderunt sanguinem ipsorum tamquam aquam in circuitu Hierusalem et non erat qui sepeliret
Rv 16:7	et audivi altare dicens etiam Domine Deus omnipotens vera et iusta iudicia tua	echo	Ps 18:10	timor Domini sanctus permanens in saeculum saeculi iudicia Domini vera iustificata in semet ipsa
Rv 16:13-14	et vidi de ore draconis et de ore bestiae et de ore pseudoprophetae spiritus tres inmundos in modum ranarum sunt enim spiritus daemoniorum facientes signa et procedunt ad reges totius terrae congregare illos in proelium ad diem magnum Dei omnipotentis	echo	Ps 77:45	misit in eos cynomiam et comedit eos et ranam et disperdit eos
Rv 16:13-14	et vidi de ore draconis et de ore bestiae et de ore pseudoprophetae spiritus tres inmundos in modum ranarum sunt enim spiritus daemoniorum facientes signa et procedunt ad reges totius terrae congregare illos in proelium ad diem magnum Dei omnipotentis	echo	Ps 104:30	dedit terra eorum ranas in penetrabilibus regum ipsorum
Rv 16:4	et tertius effudit fialam suam super flumina et super fontes aquarum et factus est sanguis	echo	Ps 77:44	et convertit in sanguine flumina eorum et imbres eorum ne biberent
Rv 16:7	et audivi altare dicens etiam Domine Deus omnipotens vera et iusta iudicia tua	quotation	Ps 118:137	sade  iustus es Domine et rectum iudicium tuum
Rv 17:16	et decem cornua quae vidisti et bestiam hii odient fornicariam et desolatam facient illam et nudam et carnes eius manducabunt et ipsam igni concremabunt	coincidence	Ps 26:2	dum adpropiant super me nocentes ut edant carnes meas  qui tribulant me et inimici mei ipsi infirmati sunt et ceciderunt
Rv 17:18	et mulier quam vidisti est civitas magna quae habet regnum super reges terrae	coincidence	Ps 88:28	et ego primogenitum ponam illum excelsum prae regibus terrae
Rv 18:6	reddite illi sicut ipsa reddidit et duplicate duplicia secundum opera eius in poculo quo miscuit miscite illi duplum	echo	Ps 136:8	filia Babylonis misera beatus qui retribuet tibi retributionem tuam quam retribuisti nobis
Rv 19:2	quia vera et iusta iudicia sunt eius quia iudicavit de meretrice magna quae corrupit terram in prostitutione sua et vindicavit sanguinem servorum suorum de manibus eius	echo	Ps 78:10	ne forte dicant in gentibus ubi est Deus eorum et innotescat in nationibus coram oculis nostris  ultio sanguinis servorum tuorum qui effusus est
Rv 19:5	et vox de throno exivit dicens laudem dicite Deo nostro omnes servi eius et qui timetis eum pusilli et magni	echo	Ps 134:20	domus Levi benedicite Domino qui timetis Dominum benedicite Domino
Rv 19:5	et vox de throno exivit dicens laudem dicite Deo nostro omnes servi eius et qui timetis eum pusilli et magni	echo	Ps 21:24	qui timetis Dominum laudate eum universum semen Iacob magnificate eum
Rv 19:5	et vox de throno exivit dicens laudem dicite Deo nostro omnes servi eius et qui timetis eum pusilli et magni	echo	Ps 133:1	canticum graduum  ecce nunc benedicite Dominum omnes servi Domini  qui statis in domo Domini  in atriis domus Dei nostri
Rv 19:5	et vox de throno exivit dicens laudem dicite Deo nostro omnes servi eius et qui timetis eum pusilli et magni	echo	Ps 134:1	alleluia laudate nomen Domini laudate servi Dominum
Rv 19:6	et audivi quasi vocem turbae magnae et sicut vocem aquarum multarum et sicut vocem tonitruum magnorum dicentium alleluia quoniam regnavit Dominus Deus noster omnipotens	echo	Ps 92:1	laus cantici David in die ante sabbatum quando inhabitata est terra  Dominus regnavit decore indutus est indutus est Dominus fortitudine et praecinxit se  etenim firmavit orbem terrae qui non commovebitur
Rv 19:6	et audivi quasi vocem turbae magnae et sicut vocem aquarum multarum et sicut vocem tonitruum magnorum dicentium alleluia quoniam regnavit Dominus Deus noster omnipotens	echo	Ps 98:1	psalmus David  Dominus regnavit irascantur populi qui sedet super cherubin moveatur terra
Rv 19:11	et vidi caelum apertum et ecce equus albus et qui sedebat super eum vocabatur Fidelis et Verax vocatur et iustitia iudicat et pugnat	echo	Ps 9:9	et ipse iudicabit orbem terrae in aequitate iudicabit populos in iustitia
Rv 19:15	et de ore ipsius procedit gladius acutus ut in ipso percutiat gentes et ipse reget eos in virga ferrea et ipse calcat torcular vini furoris irae Dei omnipotentis	echo	Ps 2:8-9	postula a me et dabo tibi gentes hereditatem tuam et possessionem tuam terminos terrae reges eos in virga ferrea tamquam vas figuli confringes eos
Rv 19:19	et vidi bestiam et reges terrae et exercitus eorum congregatos ad faciendum proelium cum illo qui sedebat in equo et cum exercitu eius	echo	Ps 2:1-2	psalmus David quare fremuerunt gentes et populi meditati sunt inania adstiterunt reges terrae et principes convenerunt in unum adversus Dominum et adversus christum eius diapsalma
Rv 19:20	et adprehensa est bestia et cum illo pseudopropheta qui fecit signa coram ipso quibus seduxit eos qui acceperunt caracterem bestiae qui et adorant imaginem eius vivi missi sunt hii duo in stagnum ignis ardentis sulphure	echo	Ps 54:16	veniat mors super illos et descendant in infernum viventes  quoniam nequitiae in habitaculis eorum in medio eorum
Rv 19:11	et vidi caelum apertum et ecce equus albus et qui sedebat super eum vocabatur Fidelis et Verax vocatur et iustitia iudicat et pugnat	echo	Ps 95:13	a facie Domini quia venit quoniam venit iudicare terram  iudicabit orbem terrae in aequitate et populos in veritate sua
Rv 19:4	et ceciderunt seniores viginti quattuor et quattuor animalia et adoraverunt Deum sedentem super thronum dicentes amen alleluia	echo	Ps 105:48	benedictus Dominus Deus Israhel a saeculo et usque in saeculum et dicet omnis populus fiat  fiat
Rv 19:5	et vox de throno exivit dicens laudem dicite Deo nostro omnes servi eius et qui timetis eum pusilli et magni	quotation	Ps 113:21	benedixit omnibus qui timent Dominum pusillis cum maioribus
